roi_folder,imaging_row,display_construct,display_fluorTag,display_fluorOrganelle,display_organelle,display_fluor,mount_orientation,birthday,age_tiff,n_tiffs,n_tiffs_cama,n_tiffs_camb,n_tiffs_cam2,n_tiffs_unknown_cam,mom_transgene,dad_transgene,injected_plasmid,injected_rna,linkage_class,construct_source,tg_display,display_constructs,display_fluors,display_organelle_treatment_aware,display_fluors_treatment_aware
Aang_Foundation/20251218_mem-histone/fish1_96hpf_roi1,manual_2,tg(pdqm-5)301; tg(pdqm-133)324,tdmSG-2xLynk(N); tdmScarlet3-H2B(C),tdmSG-membrane; tdmScarlet3-histone,membrane; histone,sg; scarlet3,,,,21120,10560,10240,80,240,pdqm-5(301),pdqm-133(324),,,direct_by_clue_map,manual,pdqm-5(301); pdqm-133(324),tg(pdqm-5)301; tg(pdqm-133)324,sg; scarlet3,membrane; histone,sg; scarlet3
Aang_Foundation/20251218_mem-histone/fish1_96hpf_roi1CAM2,manual_2,tg(pdqm-5)301; tg(pdqm-133)324,tdmSG-2xLynk(N); tdmScarlet3-H2B(C),tdmSG-membrane; tdmScarlet3-histone,membrane; histone,sg; scarlet3,,,,80,0,0,80,0,pdqm-5(301),pdqm-133(324),,,direct_by_clue_map,manual,pdqm-5(301); pdqm-133(324),tg(pdqm-5)301; tg(pdqm-133)324,sg; scarlet3,membrane; histone,sg; scarlet3
Aang_Foundation/20251218_mem-histone/fish3_96hpf_roi5,manual_2,tg(pdqm-5)301; tg(pdqm-133)324,tdmSG-2xLynk(N); tdmScarlet3-H2B(C),tdmSG-membrane; tdmScarlet3-histone,membrane; histone,sg; scarlet3,,,,502,251,50,50,151,pdqm-5(301),pdqm-133(324),,,direct_by_clue_map,manual,pdqm-5(301); pdqm-133(324),tg(pdqm-5)301; tg(pdqm-133)324,sg; scarlet3,membrane; histone,sg; scarlet3
Aang_Foundation/20251218_mem-histone/fish3_96hpf_roi5CAM2,manual_2,tg(pdqm-5)301; tg(pdqm-133)324,tdmSG-2xLynk(N); tdmScarlet3-H2B(C),tdmSG-membrane; tdmScarlet3-histone,membrane; histone,sg; scarlet3,,,,50,0,0,50,0,pdqm-5(301),pdqm-133(324),,,direct_by_clue_map,manual,pdqm-5(301); pdqm-133(324),tg(pdqm-5)301; tg(pdqm-133)324,sg; scarlet3,membrane; histone,sg; scarlet3
Aang_Foundation/20251218_mem-histone/fish3_96hpf_roi6,manual_2,tg(pdqm-5)301; tg(pdqm-133)324,tdmSG-2xLynk(N); tdmScarlet3-H2B(C),tdmSG-membrane; tdmScarlet3-histone,membrane; histone,sg; scarlet3,,,,5820,2910,2870,10,30,pdqm-5(301),pdqm-133(324),,,direct_by_clue_map,manual,pdqm-5(301); pdqm-133(324),tg(pdqm-5)301; tg(pdqm-133)324,sg; scarlet3,membrane; histone,sg; scarlet3
Aang_Foundation/20251218_mem-histone/fish3_96hpf_roi6CAM2,manual_2,tg(pdqm-5)301; tg(pdqm-133)324,tdmSG-2xLynk(N); tdmScarlet3-H2B(C),tdmSG-membrane; tdmScarlet3-histone,membrane; histone,sg; scarlet3,,,,10,0,0,10,0,pdqm-5(301),pdqm-133(324),,,direct_by_clue_map,manual,pdqm-5(301); pdqm-133(324),tg(pdqm-5)301; tg(pdqm-133)324,sg; scarlet3,membrane; histone,sg; scarlet3
Aang_Foundation/20251222_mem-histone/fish1_72hpf_roi1,manual_2,tg(pdqm-5)301; tg(pdqm-133)324,tdmSG-2xLynk(N); tdmScarlet3-H2B(C),tdmSG-membrane; tdmScarlet3-histone,membrane; histone,sg; scarlet3,,,,7888,3944,3800,36,108,pdqm-5(301),pdqm-133(324),,,direct_by_clue_map,manual,pdqm-5(301); pdqm-133(324),tg(pdqm-5)301; tg(pdqm-133)324,sg; scarlet3,membrane; histone,sg; scarlet3
Aang_Foundation/20251222_mem-histone/fish1_72hpf_roi1CAM2,manual_2,tg(pdqm-5)301; tg(pdqm-133)324,tdmSG-2xLynk(N); tdmScarlet3-H2B(C),tdmSG-membrane; tdmScarlet3-histone,membrane; histone,sg; scarlet3,,,,36,0,0,36,0,pdqm-5(301),pdqm-133(324),,,direct_by_clue_map,manual,pdqm-5(301); pdqm-133(324),tg(pdqm-5)301; tg(pdqm-133)324,sg; scarlet3,membrane; histone,sg; scarlet3
Aang_Foundation/20251222_mem-histone/fish1_72hpf_roi2,manual_2,tg(pdqm-5)301; tg(pdqm-133)324,tdmSG-2xLynk(N); tdmScarlet3-H2B(C),tdmSG-membrane; tdmScarlet3-histone,membrane; histone,sg; scarlet3,,,,9082,4541,4397,36,108,pdqm-5(301),pdqm-133(324),,,direct_by_clue_map,manual,pdqm-5(301); pdqm-133(324),tg(pdqm-5)301; tg(pdqm-133)324,sg; scarlet3,membrane; histone,sg; scarlet3
Aang_Foundation/20251222_mem-histone/fish1_72hpf_roi2CAM2,manual_2,tg(pdqm-5)301; tg(pdqm-133)324,tdmSG-2xLynk(N); tdmScarlet3-H2B(C),tdmSG-membrane; tdmScarlet3-histone,membrane; histone,sg; scarlet3,,,,36,0,0,36,0,pdqm-5(301),pdqm-133(324),,,direct_by_clue_map,manual,pdqm-5(301); pdqm-133(324),tg(pdqm-5)301; tg(pdqm-133)324,sg; scarlet3,membrane; histone,sg; scarlet3
Exploratory_fish/20250812_mem_organelle/fish1_mem-mSG_ER-mSC3/roi1,manual_8,rna(mgco-36) > tg(pdqm-5)pDQM005,rna(mScarlet3S2-sec61b(N)) > tdmSG-2xLynk(N),rna(mScarlet3S2-ER) > tdmSG-membrane,ER; membrane,scarlet3s2; sg,,,,24,16,8,0,0,(pdqm-5)302,,,mgco-36,direct_by_clue_map,manual,(pDQM005)302,rna(mgco-36) > tg(pdqm-5)pDQM005,scarlet3s2; sg,rna(ER) > membrane,rna(scarlet3s2) > sg
Exploratory_fish/20250812_mem_organelle/fish1_mem-mSG_ER-mSC3/roi2,manual_8,rna(mgco-36) > tg(pdqm-5)pDQM005,rna(mScarlet3S2-sec61b(N)) > tdmSG-2xLynk(N),rna(mScarlet3S2-ER) > tdmSG-membrane,ER; membrane,scarlet3s2; sg,,,,10,5,5,0,0,(pdqm-5)302,,,mgco-36,direct_by_clue_map,manual,(pDQM005)302,rna(mgco-36) > tg(pdqm-5)pDQM005,scarlet3s2; sg,rna(ER) > membrane,rna(scarlet3s2) > sg
Exploratory_fish/20250812_mem_organelle/fish1_mem-mSG_ER-mSC3/roi2-2,manual_8,rna(mgco-36) > tg(pdqm-5)pDQM005,rna(mScarlet3S2-sec61b(N)) > tdmSG-2xLynk(N),rna(mScarlet3S2-ER) > tdmSG-membrane,ER; membrane,scarlet3s2; sg,,,,24,8,16,0,0,(pdqm-5)302,,,mgco-36,direct_by_clue_map,manual,(pDQM005)302,rna(mgco-36) > tg(pdqm-5)pDQM005,scarlet3s2; sg,rna(ER) > membrane,rna(scarlet3s2) > sg
Exploratory_fish/20250812_mem_organelle/fish2_mem-mSG_ER-mSC3,manual_8,rna(mgco-36) > tg(pdqm-5)pDQM005,rna(mScarlet3S2-sec61b(N)) > tdmSG-2xLynk(N),rna(mScarlet3S2-ER) > tdmSG-membrane,ER; membrane,scarlet3s2; sg,,,,81,31,46,0,4,(pdqm-5)302,,,mgco-36,direct_by_clue_map,manual,(pDQM005)302,rna(mgco-36) > tg(pdqm-5)pDQM005,scarlet3s2; sg,rna(ER) > membrane,rna(scarlet3s2) > sg
Exploratory_fish/20250812_mem_organelle/fish2_mem-mSG_ER-mSC3/roi1,manual_8,rna(mgco-36) > tg(pdqm-5)pDQM005,rna(mScarlet3S2-sec61b(N)) > tdmSG-2xLynk(N),rna(mScarlet3S2-ER) > tdmSG-membrane,ER; membrane,scarlet3s2; sg,,,,77,31,46,0,0,(pdqm-5)302,,,mgco-36,direct_by_clue_map,manual,(pDQM005)302,rna(mgco-36) > tg(pdqm-5)pDQM005,scarlet3s2; sg,rna(ER) > membrane,rna(scarlet3s2) > sg
Exploratory_fish/20250812_mem_organelle/fish3_mem-mSG_mito-mSC3/roi1,manual_9,rna(mgco-35) > tg(pdqm-5)pDQM005,rna(mScarlet3S2-2Xcox8A(N)) > tdmSG-2xLynk(N),rna(mScarlet3S2-mitochondria) > tdmSG-membrane,mitochondria; membrane,scarlet3s2; sg,,,,98,26,72,0,0,(pdqm-5)302,,,mgco-35,direct_by_clue_map,manual,(pDQM005)302,rna(mgco-35) > tg(pdqm-5)pDQM005,scarlet3s2; sg,rna(mitochondria) > membrane,rna(scarlet3s2) > sg
Exploratory_fish/20250812_mem_organelle/fish3_mem-mSG_mito-mSC3/roi2,manual_9,rna(mgco-35) > tg(pdqm-5)pDQM005,rna(mScarlet3S2-2Xcox8A(N)) > tdmSG-2xLynk(N),rna(mScarlet3S2-mitochondria) > tdmSG-membrane,mitochondria; membrane,scarlet3s2; sg,,,,92,37,55,0,0,(pdqm-5)302,,,mgco-35,direct_by_clue_map,manual,(pDQM005)302,rna(mgco-35) > tg(pdqm-5)pDQM005,scarlet3s2; sg,rna(mitochondria) > membrane,rna(scarlet3s2) > sg
Exploratory_fish/20250812_mem_organelle/fish3_mem-mSG_mito-mSC3/roi3,manual_9,rna(mgco-35) > tg(pdqm-5)pDQM005,rna(mScarlet3S2-2Xcox8A(N)) > tdmSG-2xLynk(N),rna(mScarlet3S2-mitochondria) > tdmSG-membrane,mitochondria; membrane,scarlet3s2; sg,,,,72,24,48,0,0,(pdqm-5)302,,,mgco-35,direct_by_clue_map,manual,(pDQM005)302,rna(mgco-35) > tg(pdqm-5)pDQM005,scarlet3s2; sg,rna(mitochondria) > membrane,rna(scarlet3s2) > sg
Exploratory_fish/20250812_mem_organelle/fish3_mem-mSG_mito-mSC3/roi4,manual_9,rna(mgco-35) > tg(pdqm-5)pDQM005,rna(mScarlet3S2-2Xcox8A(N)) > tdmSG-2xLynk(N),rna(mScarlet3S2-mitochondria) > tdmSG-membrane,mitochondria; membrane,scarlet3s2; sg,,,,72,24,48,0,0,(pdqm-5)302,,,mgco-35,direct_by_clue_map,manual,(pDQM005)302,rna(mgco-35) > tg(pdqm-5)pDQM005,scarlet3s2; sg,rna(mitochondria) > membrane,rna(scarlet3s2) > sg
Exploratory_fish/20250814_cspinj-mgco35-mscar-mito/fish1_roi1,manual_15,rna(mgco-35),rna(mScarlet3S2-2Xcox8A(N)),rna(mScarlet3S2-mitochondria),mitochondria,scarlet3s2,,,,150,0,150,0,0,,,,mgco-35,direct_by_clue_map,manual,,rna(mgco-35),scarlet3s2,rna(mitochondria),rna(scarlet3s2)
Exploratory_fish/20250814_cspinj-mgco35-mscar-mito/fish1_roi2,manual_15,rna(mgco-35),rna(mScarlet3S2-2Xcox8A(N)),rna(mScarlet3S2-mitochondria),mitochondria,scarlet3s2,,,,250,0,250,0,0,,,,mgco-35,direct_by_clue_map,manual,,rna(mgco-35),scarlet3s2,rna(mitochondria),rna(scarlet3s2)
Exploratory_fish/20250815_2xlink_mscarlet3s2/fish1,manual_10,tg(pdqm-136)pDQM136,tdmScarlet3-2xLynk(N),tdmScarlet3-membrane,membrane,scarlet3,,,,300,0,300,0,0,(pdqm-136)325,,,,direct_by_clue_map,manual,(pDQM136)325,tg(pdqm-136)pDQM136,scarlet3,membrane,scarlet3
Exploratory_fish/20250815_2xlink_mscarlet3s2/fish2,manual_10,tg(pdqm-136)pDQM136,tdmScarlet3-2xLynk(N),tdmScarlet3-membrane,membrane,scarlet3,,,,4,0,4,0,0,(pdqm-136)325,,,,direct_by_clue_map,manual,(pDQM136)325,tg(pdqm-136)pDQM136,scarlet3,membrane,scarlet3
Exploratory_fish/20250815_2xlink_mscarlet3s2/fish2_2,manual_10,tg(pdqm-136)pDQM136,tdmScarlet3-2xLynk(N),tdmScarlet3-membrane,membrane,scarlet3,,,,200,0,200,0,0,(pdqm-136)325,,,,direct_by_clue_map,manual,(pDQM136)325,tg(pdqm-136)pDQM136,scarlet3,membrane,scarlet3
Exploratory_fish/20250818_mem-SG_PDQM085/fish1_roi1,manual_12,plasmid(pdqm-85) > tg(pdqm-5)pDQM005,plasmid(mKate2) > tdmSG-2xLynk(N),plasmid(mKate2-cytosol) > tdmSG-membrane,cytosol; membrane,kate2; sg,,,,300,100,200,0,0,(pdqm-5)302,,pdqm-85,,direct_by_clue_map,manual,(pDQM005)302,plasmid(pdqm-85) > tg(pdqm-5)pDQM005,kate2; sg,plasmid(cytosol) > membrane,plasmid(kate2) > sg
Exploratory_fish/20250818_mem-SG_PDQM085/fish2_roi1,manual_12,plasmid(pdqm-85) > tg(pdqm-5)pDQM005,plasmid(mKate2) > tdmSG-2xLynk(N),plasmid(mKate2-cytosol) > tdmSG-membrane,cytosol; membrane,kate2; sg,,,,240,80,160,0,0,(pdqm-5)302,,pdqm-85,,direct_by_clue_map,manual,(pDQM005)302,plasmid(pdqm-85) > tg(pdqm-5)pDQM005,kate2; sg,plasmid(cytosol) > membrane,plasmid(kate2) > sg
Exploratory_fish/20250818_mem-SG_PDQM085/fish2_roi2,manual_12,plasmid(pdqm-85) > tg(pdqm-5)pDQM005,plasmid(mKate2) > tdmSG-2xLynk(N),plasmid(mKate2-cytosol) > tdmSG-membrane,cytosol; membrane,kate2; sg,,,,360,120,240,0,0,(pdqm-5)302,,pdqm-85,,direct_by_clue_map,manual,(pDQM005)302,plasmid(pdqm-85) > tg(pdqm-5)pDQM005,kate2; sg,plasmid(cytosol) > membrane,plasmid(kate2) > sg
Exploratory_fish/20250818_mem-SG_PDQM145/fish1_roi1,manual_13,plasmid(pdqm-145) > tg(pdqm-5)pDQM005,plasmid(mCardinal) > tdmSG-2xLynk(N),plasmid(mCardinal-cytosol) > tdmSG-membrane,cytosol; membrane,cardinal; sg,,,,40,20,20,0,0,(pdqm-5)302,,pdqm-145,,direct_by_clue_map,manual,(pDQM005)302,plasmid(pdqm-145) > tg(pdqm-5)pDQM005,cardinal; sg,plasmid(cytosol) > membrane,plasmid(cardinal) > sg
Exploratory_fish/20250818_mem-SG_PDQM145/fish1_roi2,manual_13,plasmid(pdqm-145) > tg(pdqm-5)pDQM005,plasmid(mCardinal) > tdmSG-2xLynk(N),plasmid(mCardinal-cytosol) > tdmSG-membrane,cytosol; membrane,cardinal; sg,,,,240,120,120,0,0,(pdqm-5)302,,pdqm-145,,direct_by_clue_map,manual,(pDQM005)302,plasmid(pdqm-145) > tg(pdqm-5)pDQM005,cardinal; sg,plasmid(cytosol) > membrane,plasmid(cardinal) > sg
Exploratory_fish/20250818_mem-SG_PDQM145/fish2_roi1,manual_13,plasmid(pdqm-145) > tg(pdqm-5)pDQM005,plasmid(mCardinal) > tdmSG-2xLynk(N),plasmid(mCardinal-cytosol) > tdmSG-membrane,cytosol; membrane,cardinal; sg,,,,40,20,20,0,0,(pdqm-5)302,,pdqm-145,,direct_by_clue_map,manual,(pDQM005)302,plasmid(pdqm-145) > tg(pdqm-5)pDQM005,cardinal; sg,plasmid(cytosol) > membrane,plasmid(cardinal) > sg
Exploratory_fish/20250822_PDQM145/fish1_r1,direct_127,plasmid(pdqm-145),plasmid(mCardinal),plasmid(mCardinal-cytosol),cytosol,cardinal,,8/19/25,,600,200,400,0,0,,,pdqm-145,,direct,direct,,plasmid(pdqm-145),cardinal,plasmid(cytosol),plasmid(cardinal)
Exploratory_fish/20250822_PDQM145/fish1_r2,direct_127,plasmid(pdqm-145),plasmid(mCardinal),plasmid(mCardinal-cytosol),cytosol,cardinal,,8/19/25,,507,169,338,0,0,,,pdqm-145,,direct,direct,,plasmid(pdqm-145),cardinal,plasmid(cytosol),plasmid(cardinal)
Exploratory_fish/20250822_PDQM145/fish1_r3,direct_127,plasmid(pdqm-145),plasmid(mCardinal),plasmid(mCardinal-cytosol),cytosol,cardinal,,8/19/25,,600,200,400,0,0,,,pdqm-145,,direct,direct,,plasmid(pdqm-145),cardinal,plasmid(cytosol),plasmid(cardinal)
Exploratory_fish/20250825_mgco28_mito-mSG/fish1_r1,direct_122,plasmid(mgco-28),plasmid(mStayGold-2Xcox8A(N)),plasmid(mStayGold-mitochondria),mitochondria,staygold,,8/22/25,,80,80,0,0,0,,,mgco-28,,direct,direct,,plasmid(mgco-28),staygold,plasmid(mitochondria),plasmid(staygold)
Exploratory_fish/20250825_mgco28_mito-mSG/fish1_r2,direct_122,plasmid(mgco-28),plasmid(mStayGold-2Xcox8A(N)),plasmid(mStayGold-mitochondria),mitochondria,staygold,,8/22/25,,150,150,0,0,0,,,mgco-28,,direct,direct,,plasmid(mgco-28),staygold,plasmid(mitochondria),plasmid(staygold)
Exploratory_fish/20250825_mgco28_mito-mSG/fish2_r1,direct_122,plasmid(mgco-28),plasmid(mStayGold-2Xcox8A(N)),plasmid(mStayGold-mitochondria),mitochondria,staygold,,8/22/25,,80,80,0,0,0,,,mgco-28,,direct,direct,,plasmid(mgco-28),staygold,plasmid(mitochondria),plasmid(staygold)
Exploratory_fish/20250825_mgco29_er-msg/fish2_r1,direct_125,plasmid(mgco-27),plasmid(mStayGold-sec61b(N)),plasmid(mStayGold-ER),ER,staygold,,8/22/25,,150,150,0,0,0,,,mgco-27,,direct,direct,,plasmid(mgco-27),staygold,plasmid(ER),plasmid(staygold)
Exploratory_fish/20250825_mgco29_er-msg/fish2_r2,direct_125,plasmid(mgco-27),plasmid(mStayGold-sec61b(N)),plasmid(mStayGold-ER),ER,staygold,,8/22/25,,8,8,0,0,0,,,mgco-27,,direct,direct,,plasmid(mgco-27),staygold,plasmid(ER),plasmid(staygold)
Exploratory_fish/20250825_mgco29_er-msg/fish3_r1,direct_125,plasmid(mgco-27),plasmid(mStayGold-sec61b(N)),plasmid(mStayGold-ER),ER,staygold,,8/22/25,,300,300,0,0,0,,,mgco-27,,direct,direct,,plasmid(mgco-27),staygold,plasmid(ER),plasmid(staygold)
Exploratory_fish/20250825_mgco29_er-msg/fish3_r2,direct_125,plasmid(mgco-27),plasmid(mStayGold-sec61b(N)),plasmid(mStayGold-ER),ER,staygold,,8/22/25,,500,500,0,0,0,,,mgco-27,,direct,direct,,plasmid(mgco-27),staygold,plasmid(ER),plasmid(staygold)
Exploratory_fish/20250825_pqdm065_mem-histone/fish1_r1,direct_123,tg(pdqm-5)301,tdmSG-2xLynk(N),tdmSG-membrane,membrane,sg,,8/22/25,,10,5,5,0,0,,pdqm-5(301),,,direct,direct,pdqm-5(301),tg(pdqm-5)301,sg,membrane,sg
Exploratory_fish/20250825_pqdm065_mem-histone/fish2_r1,direct_123,tg(pdqm-5)301,tdmSG-2xLynk(N),tdmSG-membrane,membrane,sg,,8/22/25,,200,100,100,0,0,,pdqm-5(301),,,direct,direct,pdqm-5(301),tg(pdqm-5)301,sg,membrane,sg
Exploratory_fish/20250825_pqdm094_mem-histone/fish1_r1,direct_124,tg(pdqm-5)301,tdmSG-2xLynk(N),tdmSG-membrane,membrane,sg,,8/22/25,,10,5,5,0,0,,pdqm-5(301),,,direct,direct,pdqm-5(301),tg(pdqm-5)301,sg,membrane,sg
Exploratory_fish/20250825_pqdm094_mem-histone/fish2_r1,direct_124,tg(pdqm-5)301,tdmSG-2xLynk(N),tdmSG-membrane,membrane,sg,,8/22/25,,8,4,4,0,0,,pdqm-5(301),,,direct,direct,pdqm-5(301),tg(pdqm-5)301,sg,membrane,sg
Exploratory_fish/20250909_skittlez,manual_1,tg(pdqm-34)309,Electra2; mCitrine; mKOK; mKate2; mTFP1,Electra2-cytosol; mCitrine-cytosol; mKOK-cytosol; mKate2-cytosol; mTFP1-cytosol,cytosol,electra2; citrine; kok; kate2; tfp1,,,,174,96,76,0,2,pdqm-34(309),pdqm-34(309),,,direct_by_clue_map,manual,pdqm-34(309),tg(pdqm-34)309,electra2; citrine; kok; kate2; tfp1,cytosol,electra2; citrine; kok; kate2; tfp1
Exploratory_fish/20250909_skittlez/chris_x_liam/fish2,manual_1,tg(pdqm-34)309,Electra2; mCitrine; mKOK; mKate2; mTFP1,Electra2-cytosol; mCitrine-cytosol; mKOK-cytosol; mKate2-cytosol; mTFP1-cytosol,cytosol,electra2; citrine; kok; kate2; tfp1,,,,40,26,14,0,0,pdqm-34(309),pdqm-34(309),,,direct_by_clue_map,manual,pdqm-34(309),tg(pdqm-34)309,electra2; citrine; kok; kate2; tfp1,cytosol,electra2; citrine; kok; kate2; tfp1
Exploratory_fish/20250909_skittlez/chris_x_liam/fish3,manual_1,tg(pdqm-34)309,Electra2; mCitrine; mKOK; mKate2; mTFP1,Electra2-cytosol; mCitrine-cytosol; mKOK-cytosol; mKate2-cytosol; mTFP1-cytosol,cytosol,electra2; citrine; kok; kate2; tfp1,,,,36,24,12,0,0,pdqm-34(309),pdqm-34(309),,,direct_by_clue_map,manual,pdqm-34(309),tg(pdqm-34)309,electra2; citrine; kok; kate2; tfp1,cytosol,electra2; citrine; kok; kate2; tfp1
Exploratory_fish/20250909_skittlez/newSkittlez/fish1,manual_1,tg(pdqm-34)309,Electra2; mCitrine; mKOK; mKate2; mTFP1,Electra2-cytosol; mCitrine-cytosol; mKOK-cytosol; mKate2-cytosol; mTFP1-cytosol,cytosol,electra2; citrine; kok; kate2; tfp1,,,,20,10,10,0,0,pdqm-34(309),pdqm-34(309),,,direct_by_clue_map,manual,pdqm-34(309),tg(pdqm-34)309,electra2; citrine; kok; kate2; tfp1,cytosol,electra2; citrine; kok; kate2; tfp1
Exploratory_fish/20250909_skittlez/newSkittlez/fish2,manual_1,tg(pdqm-34)309,Electra2; mCitrine; mKOK; mKate2; mTFP1,Electra2-cytosol; mCitrine-cytosol; mKOK-cytosol; mKate2-cytosol; mTFP1-cytosol,cytosol,electra2; citrine; kok; kate2; tfp1,,,,36,18,18,0,0,pdqm-34(309),pdqm-34(309),,,direct_by_clue_map,manual,pdqm-34(309),tg(pdqm-34)309,electra2; citrine; kok; kate2; tfp1,cytosol,electra2; citrine; kok; kate2; tfp1
Exploratory_fish/20250909_skittlez/newSkittlez/fish3,manual_1,tg(pdqm-34)309,Electra2; mCitrine; mKOK; mKate2; mTFP1,Electra2-cytosol; mCitrine-cytosol; mKOK-cytosol; mKate2-cytosol; mTFP1-cytosol,cytosol,electra2; citrine; kok; kate2; tfp1,,,,40,18,22,0,0,pdqm-34(309),pdqm-34(309),,,direct_by_clue_map,manual,pdqm-34(309),tg(pdqm-34)309,electra2; citrine; kok; kate2; tfp1,cytosol,electra2; citrine; kok; kate2; tfp1
Exploratory_fish/20251009_tgmgco-28_founder,manual_21,rna(mgco-28),rna(mStayGold-2Xcox8A(N)),rna(mStayGold-mitochondria),mitochondria,staygold,,,,152,94,3,0,55,,,,mgco-28,direct_by_clue_map,manual,,rna(mgco-28),staygold,rna(mitochondria),rna(staygold)
Exploratory_fish/20251023_mScarlet3S2_2Xcox8A/roi1_z_stack_DOXZ_18um_range,direct_63,tg(mgco-35)336,mScarlet3S2-2Xcox8A(N),mScarlet3S2-mitochondria,mitochondria,scarlet3s2,DH,10/21/25,,1,0,0,0,1,mgco-35(336),,,,direct,direct,mgco-35(336),tg(mgco-35)336,scarlet3s2,mitochondria,scarlet3s2
Exploratory_fish/20251023_mScarlet3S2_2Xcox8A/roi1_z_stack_DOXZ_40um_range,direct_63,tg(mgco-35)336,mScarlet3S2-2Xcox8A(N),mScarlet3S2-mitochondria,mitochondria,scarlet3s2,DH,10/21/25,,1,0,0,0,1,mgco-35(336),,,,direct,direct,mgco-35(336),tg(mgco-35)336,scarlet3s2,mitochondria,scarlet3s2
Exploratory_fish/20251023_mScarlet3S2_2Xcox8A/roi2_lattice_SIM_DOXZ_40um_range,direct_63,tg(mgco-35)336,mScarlet3S2-2Xcox8A(N),mScarlet3S2-mitochondria,mitochondria,scarlet3s2,DH,10/21/25,,1,0,0,0,1,mgco-35(336),,,,direct,direct,mgco-35(336),tg(mgco-35)336,scarlet3s2,mitochondria,scarlet3s2
Exploratory_fish/20251025_er/fish2_r1,direct_57,plasmid(mgco-53),plasmid(mStayGold-calnexin(N)),plasmid(mStayGold-ER),ER,staygold,DH,10/22/25,,90,75,4,0,11,,,mgco-53,,direct,direct,,plasmid(mgco-53),staygold,plasmid(ER),plasmid(staygold)
Exploratory_fish/20251025_er/fish2_r2,direct_57,plasmid(mgco-53),plasmid(mStayGold-calnexin(N)),plasmid(mStayGold-ER),ER,staygold,DH,10/22/25,,736,608,32,0,96,,,mgco-53,,direct,direct,,plasmid(mgco-53),staygold,plasmid(ER),plasmid(staygold)
Exploratory_fish/20251025_lamellipodia_F-actin,direct_58,plasmid(mgco-51) > tg(pdqm-136)325,plasmid(mStayGold-cortactin(C)) > tdmScarlet3-2xLynk(N),plasmid(mStayGold-Lamellipodia) > tdmScarlet3-membrane,Lamellipodia; membrane,staygold; scarlet3,DH,10/22/25,,274,227,12,0,35,,pdqm-136(325),mgco-51,,direct,direct,pdqm-136(325),plasmid(mgco-51) > tg(pdqm-136)325,staygold; scarlet3,plasmid(Lamellipodia) > membrane,plasmid(staygold) > scarlet3
Exploratory_fish/20251025_lamellipodia_F-actin/fish1_roi2,direct_58,plasmid(mgco-51) > tg(pdqm-136)325,plasmid(mStayGold-cortactin(C)) > tdmScarlet3-2xLynk(N),plasmid(mStayGold-Lamellipodia) > tdmScarlet3-membrane,Lamellipodia; membrane,staygold; scarlet3,DH,10/22/25,,90,75,4,0,11,,pdqm-136(325),mgco-51,,direct,direct,pdqm-136(325),plasmid(mgco-51) > tg(pdqm-136)325,staygold; scarlet3,plasmid(Lamellipodia) > membrane,plasmid(staygold) > scarlet3
Exploratory_fish/20251025_lamellipodia_F-actin/fish2_roi1,direct_58,plasmid(mgco-51) > tg(pdqm-136)325,plasmid(mStayGold-cortactin(C)) > tdmScarlet3-2xLynk(N),plasmid(mStayGold-Lamellipodia) > tdmScarlet3-membrane,Lamellipodia; membrane,staygold; scarlet3,DH,10/22/25,,92,76,4,0,12,,pdqm-136(325),mgco-51,,direct,direct,pdqm-136(325),plasmid(mgco-51) > tg(pdqm-136)325,staygold; scarlet3,plasmid(Lamellipodia) > membrane,plasmid(staygold) > scarlet3
Exploratory_fish/20251112_mem-moesin/fish2_roi1,direct_44,plasmid(mgco-60) > tg(pdqm-136)325,plasmid(mStayGold-moesin(C)) > tdmScarlet3-2xLynk(N),plasmid(mStayGold-Factin) > tdmScarlet3-membrane,Factin; membrane,staygold; scarlet3,DH,11/10/25,,40,38,2,0,0,,pdqm-136(325),mgco-60,,direct,direct,pdqm-136(325),plasmid(mgco-60) > tg(pdqm-136)325,staygold; scarlet3,plasmid(Factin) > membrane,plasmid(staygold) > scarlet3
Exploratory_fish/20251112_mem-moesin/fish2_roi1-2,direct_44,plasmid(mgco-60) > tg(pdqm-136)325,plasmid(mStayGold-moesin(C)) > tdmScarlet3-2xLynk(N),plasmid(mStayGold-Factin) > tdmScarlet3-membrane,Factin; membrane,staygold; scarlet3,DH,11/10/25,,50,48,2,0,0,,pdqm-136(325),mgco-60,,direct,direct,pdqm-136(325),plasmid(mgco-60) > tg(pdqm-136)325,staygold; scarlet3,plasmid(Factin) > membrane,plasmid(staygold) > scarlet3
Exploratory_fish/20251211_microtubule/fish1,direct_15,tg(pdqm-132)361,tdmSG-2xLynk(N),tdmSG-membrane,membrane,sg,DH,12/10/25,,128,128,0,0,0,,pdqm-132(361),,,direct,direct,pdqm-132(361),tg(pdqm-132)361,sg,membrane,sg
Exploratory_fish/20251211_microtubule/fish2,direct_15,tg(pdqm-132)361,tdmSG-2xLynk(N),tdmSG-membrane,membrane,sg,DH,12/10/25,,93,93,0,0,0,,pdqm-132(361),,,direct,direct,pdqm-132(361),tg(pdqm-132)361,sg,membrane,sg
